start,Lingiari
-11.6390,136.0241
-11.6530,136.0560
end
start,Lingiari
-11.0009,136.7568
-11.0054,136.7622
-11.0201,136.7465
-11.0073,136.7365
-11.0009,136.7568
end
start,Lingiari
-11.1450,132.5838
-11.1769,132.5878
-11.1728,132.6248
-11.1861,132.6312
-11.2047,132.6027
-11.2321,132.6192
-11.2847,132.6193
-11.3000,132.5997
-11.3558,132.5879
-11.3107,132.5551
-11.2523,132.5432
-11.1569,132.4698
-11.1382,132.5099
-11.0924,132.5133
-11.0783,132.4856
-11.0371,132.4614
-11.0577,132.5020
-11.0426,132.5272
-11.0524,132.5452
-11.0429,132.5336
-11.0291,132.5599
-10.9791,132.5644
-10.9699,132.5947
-11.0073,132.5791
-11.1297,132.6144
-11.1450,132.5838
end
start,Lingiari
-11.3611,136.5501
-11.3246,136.5829
-11.2817,136.5831
-11.2380,136.6202
-11.2075,136.6248
-11.2098,136.6436
-11.1849,136.6572
-11.1927,136.6872
-11.1679,136.7066
-11.1518,136.6961
-11.1250,136.7066
-11.1197,136.6937
-11.1246,136.7158
-11.1098,136.7221
-11.0923,136.7006
-11.0972,136.7270
-11.0760,136.7375
-11.0547,136.7127
-11.0396,136.7257
-11.0482,136.7451
-11.0338,136.7367
-11.0177,136.7597
-11.1938,136.7200
-11.2248,136.6668
-11.2487,136.6840
-11.2843,136.6250
-11.3287,136.6271
-11.4419,136.5359
-11.4307,136.5183
-11.4608,136.4937
-11.4502,136.4745
-11.4247,136.5019
-11.3922,136.4977
-11.3958,136.5200
-11.3611,136.5501
end
start,Lingiari
-11.9545,135.0569
-11.9192,135.0570
-11.9274,135.1224
-11.9422,135.1075
-11.9545,135.0569
end
start,Lingiari
-11.9016,136.4583
-11.9174,136.4538
-11.9193,136.4348
-11.9031,136.4465
-11.9016,136.4583
end
start,Lingiari
-11.8423,135.8348
-11.8465,135.8571
-11.8041,135.8835
-11.8082,135.9001
-11.7938,135.9037
-11.8032,135.8889
-11.7827,135.8660
-11.7561,135.8755
-11.7750,135.9281
-11.8033,135.9380
-11.8784,135.8579
-11.9646,135.7976
-11.9755,135.7418
-12.0016,135.7348
-12.0178,135.6370
-12.0697,135.5646
-12.0483,135.5541
-11.9593,135.5833
-11.9507,135.5945
-11.9750,135.6320
-11.9649,135.6567
-11.9356,135.6668
-11.9325,135.7150
-11.9392,135.7237
-11.9369,135.7576
-11.9379,135.7339
-11.8702,135.8329
-11.8423,135.8348
end
start,Lingiari
-11.7696,136.5321
-11.7600,136.5358
-11.7809,136.5451
-11.7809,136.5590
-11.7674,136.5576
-11.7786,136.5721
-11.7607,136.5651
-11.7645,136.5876
-11.7441,136.5875
-11.7411,136.6275
-11.7887,136.5798
-11.8053,136.5118
-11.7696,136.5321
end
start,Lingiari
-11.9025,136.3803
-11.8774,136.4105
-11.8551,136.4080
-11.8740,136.4185
-11.8662,136.4266
-11.8942,136.4315
-11.9066,136.3859
-11.9028,136.3669
-11.9025,136.3803
end
start,Lingiari
-11.8944,135.9468
-11.8796,135.9420
-11.8480,135.9822
-11.8511,135.9925
-11.9037,135.9521
-11.8944,135.9468
end
start,Lingiari
-11.8524,136.4695
-11.8012,136.4774
-11.7939,136.4973
-11.8185,136.4998
-11.8466,136.4779
-11.8841,136.4862
-11.9040,136.4641
-11.8524,136.4695
end
start,Lingiari
-11.7701,136.0739
-11.7527,136.0776
-11.7421,136.1017
-11.7721,136.0813
-11.7701,136.0739
end
start,Lingiari
-11.7325,135.9769
-11.7602,135.9605
-11.7639,135.9400
-11.7410,135.9411
-11.7325,135.9769
end
start,Lingiari
-11.8212,130.0521
-11.7758,130.0204
-11.7562,130.0331
-11.7715,130.0734
-11.7688,130.0807
-11.7509,130.0614
-11.6690,130.0765
-11.7072,130.1225
-11.7050,130.1572
-11.6494,130.2023
-11.6644,130.2142
-11.6940,130.2035
-11.7038,130.2216
-11.7149,130.2132
-11.7105,130.2150
-11.7049,130.2112
-11.7049,130.2072
-11.7067,130.2049
-11.7248,130.2065
-11.7466,130.2372
-11.7239,130.2355
-11.7173,130.2171
-11.7039,130.2298
-11.6938,130.2065
-11.6704,130.2230
-11.6927,130.2255
-11.6809,130.2328
-11.7068,130.2609
-11.6986,130.2835
-11.7257,130.2950
-11.7330,130.3059
-11.6921,130.2931
-11.6980,130.2613
-11.6786,130.2463
-11.6751,130.2584
-11.6617,130.2655
-11.6732,130.2535
-11.6311,130.2177
-11.6426,130.1912
-11.5855,130.2008
-11.5578,130.1748
-11.5161,130.1956
-11.5072,130.2249
-11.5392,130.2389
-11.5373,130.2553
-11.5710,130.2614
-11.5812,130.2812
-11.5593,130.2631
-11.5398,130.2832
-11.5427,130.2633
-11.5271,130.2608
-11.5209,130.2353
-11.4951,130.2394
-11.4847,130.2308
-11.5115,130.2088
-11.4844,130.1851
-11.4820,130.1479
-11.4292,130.1801
-11.4069,130.2301
-11.3666,130.2451
-11.3884,130.2386
-11.3981,130.2478
-11.3464,130.2516
-11.3429,130.2803
-11.3570,130.2824
-11.3612,130.2864
-11.3433,130.2866
-11.3186,130.3374
-11.3385,130.3536
-11.3461,130.3535
-11.3333,130.3481
-11.3304,130.3442
-11.3259,130.3432
-11.3243,130.3409
-11.3234,130.3358
-11.3333,130.3223
-11.3258,130.3422
-11.3798,130.3612
-11.4250,130.4001
-11.5070,130.3761
-11.5750,130.4637
-11.6271,130.4487
-11.6293,130.4646
-11.6661,130.4683
-11.6927,130.5560
-11.7305,130.5922
-11.7554,130.6411
-11.8270,130.6036
-11.8107,130.5706
-11.8303,130.5033
-11.7708,130.3122
-11.8251,130.1308
-11.8212,130.0521
end
start,Lingiari
-11.2732,130.5490
-11.3003,130.6027
-11.3213,130.6037
-11.3364,130.5861
-11.3268,130.5795
-11.3429,130.5866
-11.3406,130.5668
-11.3610,130.5545
-11.3908,130.5605
-11.4024,130.5813
-11.3875,130.6192
-11.3359,130.6565
-11.4006,130.6573
-11.4449,130.6807
-11.4414,130.7013
-11.5136,130.7058
-11.4890,130.7105
-11.4993,130.7136
-11.5074,130.7215
-11.4702,130.7227
-11.4798,130.7553
-11.5385,130.8107
-11.5383,130.8239
-11.4918,130.7912
-11.4845,130.7662
-11.4469,130.7544
-11.4108,130.7039
-11.4266,130.6968
-11.3853,130.7045
-11.3581,130.8437
-11.3089,130.8973
-11.3672,131.0316
-11.3430,131.0510
-11.3177,131.0409
-11.3036,131.0919
-11.3110,131.0923
-11.3128,131.0949
-11.3212,131.0875
-11.3317,131.0892
-11.3238,131.0988
-11.3058,131.0953
-11.3081,131.1108
-11.3003,131.0876
-11.2802,131.1115
-11.2590,131.1126
-11.2498,131.1477
-11.2655,131.1656
-11.3134,131.1683
-11.3349,131.1875
-11.3109,131.2080
-11.3440,131.2093
-11.3217,131.2157
-11.3138,131.2270
-11.3054,131.2277
-11.3030,131.1907
-11.2360,131.2040
-11.2178,131.2474
-11.1904,131.2580
-11.1975,131.2694
-11.1983,131.2637
-11.2039,131.2609
-11.2091,131.2636
-11.2109,131.2603
-11.2092,131.2644
-11.1989,131.2653
-11.1996,131.2696
-11.1895,131.2771
-11.2282,131.3152
-11.2589,131.2972
-11.2745,131.3051
-11.2792,131.3280
-11.2559,131.3288
-11.2499,131.3532
-11.2642,131.3749
-11.2982,131.3808
-11.2911,131.4002
-11.2583,131.4013
-11.2659,131.4358
-11.3040,131.4297
-11.3280,131.4626
-11.3513,131.4551
-11.3988,131.4813
-11.4018,131.4676
-11.4195,131.4564
-11.3836,131.5002
-11.4132,131.5370
-11.4536,131.5431
-11.4762,131.5270
-11.4630,131.5098
-11.4626,131.5025
-11.4978,131.4649
-11.5809,131.4552
-11.5867,131.4703
-11.6080,131.4698
-11.6136,131.4260
-11.5888,131.4028
-11.5887,131.3868
-11.5833,131.3797
-11.5848,131.3758
-11.5801,131.3700
-11.5778,131.3557
-11.5920,131.3791
-11.6033,131.3598
-11.6097,131.3705
-11.6792,131.3339
-11.7397,131.2803
-11.7344,131.2540
-11.7917,131.1819
-11.8362,131.0819
-11.8815,131.0482
-11.8859,131.0182
-11.9331,130.9764
-11.9400,130.9492
-11.8546,130.8622
-11.7964,130.6863
-11.7617,130.6798
-11.7014,130.5716
-11.6724,130.5563
-11.6794,130.5290
-11.6460,130.4870
-11.6047,130.4771
-11.5640,130.4938
-11.5025,130.4318
-11.3600,130.4083
-11.3667,130.3910
-11.3463,130.3840
-11.3014,130.4126
-11.2668,130.3944
-11.2512,130.3634
-11.1709,130.3725
-11.1661,130.4016
-11.1860,130.4184
-11.1746,130.4125
-11.2791,130.5137
-11.2719,130.4999
-11.2785,130.4962
-11.2847,130.5361
-11.2732,130.5490
end
start,Lingiari
-24.9155,129.0007
-24.0804,129.0007
-23.9985,129.0013
-23.8342,129.0008
-23.4979,129.0008
-23.4319,129.0013
-23.0209,129.0012
-22.9985,129.0013
-22.2484,129.0012
-21.9985,129.0010
-21.9026,129.0009
-21.0880,129.0009
-20.9985,129.0012
-19.9985,129.0012
-19.7107,129.0010
-15.0409,129.0012
-14.9961,129.0013
-14.9329,129.0012
-14.8795,129.0012
-14.8794,129.0012
-14.8864,129.0316
-14.9074,129.0441
-14.8910,129.0659
-14.9150,129.1012
-14.9892,129.1084
-14.9489,129.1306
-14.9690,129.1567
-14.9834,129.1533
-14.9693,129.1581
-14.9871,129.1889
-15.0515,129.1695
-15.1226,129.2005
-15.1474,129.1746
-15.1683,129.1749
-15.1976,129.1581
-15.1894,129.1877
-15.1739,129.1866
-15.1466,129.1995
-15.1593,129.1956
-15.1759,129.2311
-15.1538,129.2154
-15.0915,129.2494
-15.0677,129.2364
-15.0339,129.2560
-15.0619,129.2563
-15.0292,129.2781
-15.0417,129.2929
-15.0365,129.3016
-15.0268,129.2812
-15.0329,129.2651
-15.0082,129.2334
-14.9106,129.2418
-14.8498,129.2212
-14.8390,129.2336
-14.8525,129.2408
-14.8501,129.2629
-14.8650,129.2572
-14.8594,129.3173
-14.9249,129.4086
-14.9410,129.4824
-15.0280,129.5247
-15.1080,129.6039
-15.1289,129.6022
-15.1551,129.5601
-15.1799,129.5635
-15.1541,129.5817
-15.1365,129.6385
-15.1485,129.6708
-15.1310,129.6856
-15.0790,129.6416
-15.0421,129.6405
-15.0301,129.6640
-15.0305,129.6338
-14.9532,129.6230
-14.9476,129.6084
-14.9670,129.5932
-14.7901,129.4997
-14.8067,129.5338
-14.8910,129.5921
-14.8756,129.6183
-14.8393,129.5861
-14.7982,129.5775
-14.8438,129.6320
-14.8344,129.6485
-14.8523,129.7445
-14.8413,129.7681
-14.8581,129.8005
-14.8138,129.8855
-14.8024,129.8636
-14.7732,129.9028
-14.7762,129.8683
-14.8228,129.8126
-14.8243,129.7578
-14.8030,129.7541
-14.7953,129.7768
-14.7690,129.7938
-14.7694,129.8040
-14.7633,129.8099
-14.7603,129.8100
-14.7914,129.7246
-14.7634,129.6724
-14.7260,129.6646
-14.6612,129.5891
-14.6138,129.5851
-14.6127,129.6923
-14.5828,129.7189
-14.5697,129.7562
-14.5387,129.7715
-14.5804,129.6693
-14.5522,129.5262
-14.5033,129.4882
-14.4655,129.5230
-14.4601,129.4904
-14.4717,129.5068
-14.5009,129.4826
-14.4496,129.4816
-14.4463,129.4539
-14.4909,129.4744
-14.5050,129.4531
-14.4835,129.4511
-14.4673,129.4226
-14.4499,129.4207
-14.4282,129.4006
-14.4215,129.4023
-14.4161,129.3978
-14.4264,129.3979
-14.4187,129.3556
-14.3337,129.3688
-14.2911,129.4194
-14.2359,129.4092
-14.1936,129.4638
-14.1278,129.4963
-14.1270,129.5120
-14.0479,129.4789
-14.0753,129.5158
-14.0523,129.5250
-14.0583,129.5355
-14.0911,129.5422
-14.1299,129.5276
-14.1421,129.5567
-14.0838,129.5671
-14.0912,129.5948
-14.0695,129.6092
-14.0328,129.5906
-14.0110,129.5980
-14.0356,129.6092
-14.0472,129.6408
-14.0134,129.7213
-13.9751,129.7460
-13.9191,129.7472
-13.8788,129.7155
-13.8268,129.7400
-13.7895,129.7948
-13.6669,129.7901
-13.5611,129.8348
-13.5017,129.8173
-13.5032,129.8853
-13.4797,129.8694
-13.4404,129.8974
-13.5143,129.9098
-13.5358,129.9568
-13.5333,130.0083
-13.5036,130.0641
-13.4563,130.1063
-13.4571,130.1416
-13.3396,130.2354
-13.3348,130.2779
-13.3057,130.2840
-13.2824,130.2397
-13.1780,130.1641
-13.1641,130.1161
-13.1074,130.1340
-13.0793,130.1201
-12.9334,130.1411
-12.9105,130.1937
-12.9423,130.2052
-12.9483,130.2471
-12.8907,130.3376
-12.8072,130.3583
-12.6703,130.3520
-12.7014,130.4041
-12.6633,130.3928
-12.6645,130.4141
-12.6336,130.4385
-12.6677,130.5135
-12.6913,130.5183
-12.7179,130.5011
-12.7314,130.5182
-12.7405,130.5153
-12.7459,130.5163
-12.7511,130.5204
-12.7251,130.5179
-12.7250,130.5293
-12.7330,130.5245
-12.7361,130.5248
-12.7414,130.5288
-12.7421,130.5315
-12.7396,130.5337
-12.7238,130.5305
-12.7165,130.5115
-12.7034,130.5206
-12.7190,130.5357
-12.7021,130.5554
-12.7185,130.5586
-12.7077,130.5726
-12.7192,130.5832
-12.7437,130.5699
-12.7391,130.5911
-12.7179,130.5960
-12.7199,130.6076
-12.7290,130.5998
-12.7327,130.6050
-12.7277,130.6295
-12.7693,130.6233
-12.7753,130.6274
-12.7436,130.6435
-12.7052,130.6214
-12.7279,130.6871
-12.7452,130.6797
-12.7514,130.6891
-12.7165,130.7073
-12.7105,130.7387
-12.7109,130.7060
-12.7198,130.6901
-12.7135,130.6791
-12.6956,130.7027
-12.6904,130.7019
-12.7078,130.6740
-12.6914,130.6739
-12.6863,130.6334
-12.6687,130.6164
-12.6844,130.5858
-12.6522,130.5734
-12.6343,130.5456
-12.6161,130.5499
-12.6229,130.5828
-12.6604,130.5865
-12.6044,130.6090
-12.6156,130.6188
-12.6106,130.6303
-12.6194,130.6339
-12.6251,130.6428
-12.6328,130.6381
-12.6441,130.6411
-12.6238,130.6441
-12.6090,130.6314
-12.5921,130.5892
-12.5783,130.6039
-12.5967,130.5735
-12.5815,130.5667
-12.5128,130.5828
-12.5014,130.6057
-12.4626,130.5809
-12.4477,130.6232
-12.4065,130.5781
-12.3813,130.6176
-12.4395,130.7662
-12.5262,130.7270
-12.4747,130.7788
-12.5455,130.7743
-12.5799,130.7489
-12.5815,130.7292
-12.5907,130.7293
-12.6006,130.7344
-12.5830,130.7300
-12.5840,130.7490
-12.5591,130.7785
-12.6016,130.7673
-12.6160,130.7747
-12.5995,130.7771
-12.6194,130.7799
-12.6219,130.7918
-12.6168,130.7803
-12.5784,130.7944
-12.5508,130.7870
-12.5387,130.8073
-12.5820,130.8141
-12.5875,130.8309
-12.5581,130.8160
-12.5540,130.8388
-12.5954,130.8665
-12.6151,130.8573
-12.6104,130.8461
-12.6205,130.8589
-12.6116,130.8692
-12.6587,130.8697
-12.6312,130.8798
-12.6553,130.8999
-12.6650,130.8962
-12.6824,130.8952
-12.6564,130.9081
-12.6062,130.8822
-12.6111,130.9329
-12.6378,130.9452
-12.6369,130.9546
-12.6306,130.9662
-12.5968,130.9533
-12.6065,130.9454
-12.5799,130.9230
-12.5747,130.8846
-12.5524,130.8778
-12.5605,130.8933
-12.5597,130.9000
-12.5562,130.9014
-12.5479,130.8795
-12.5076,130.8589
-12.5211,130.8795
-12.5132,130.9036
-12.5298,130.8955
-12.5164,130.9070
-12.5407,130.9080
-12.5092,130.9226
-12.5366,130.9273
-12.5416,130.9470
-12.5540,130.9389
-12.5396,130.9494
-12.5551,130.9538
-12.5341,130.9549
-12.5340,130.9558
-12.5332,130.9602
-12.5337,130.9634
-12.5346,130.9669
-12.5365,130.9701
-12.5393,130.974
-12.5413,130.9769
-12.5419,130.9780
-12.5436,130.9812
-12.5449,130.9838
-12.5459,130.9855
-12.5471,130.9872
-12.5452,130.9882
-12.5428,130.9899
-12.5401,130.9907
-12.5386,130.9915
-12.5381,130.9924
-12.5377,130.9946
-12.5381,130.9964
-12.5376,130.9985
-12.5364,130.9994
-12.5352,130.9998
-12.5349,131.0001
-12.5345,131.0011
-12.5343,131.0016
-12.5341,131.0030
-12.5336,131.0039
-12.5325,131.0057
-12.5323,131.0067
-12.5333,131.0068
